   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.007    0.001    0.007    0.001 {method 'write' of 'file' objects}
      989    0.001    0.000    0.001    0.000 {min}
        9    0.000    0.000    0.000    0.000 {next}
      270    0.000    0.000    0.000    0.000 {numpy.core.multiarray.add_docstring}
       38    0.000    0.000    0.000    0.000 {numpy.core.multiarray.array}
       21    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        6    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        3    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
      731    0.121    0.000    0.121    0.000 {open}
      593    0.000    0.000    0.000    0.000 {ord}
       51    0.000    0.000    0.000    0.000 {posix.WEXITSTATUS}
       51    0.000    0.000    0.000    0.000 {posix.WIFEXITED}
       51    0.000    0.000    0.000    0.000 {posix.WIFSIGNALED}
  1488900   16.182    0.000   16.182    0.000 {posix.chdir}
      145    0.012    0.000    0.012    0.000 {posix.close}
       61    0.003    0.000    0.003    0.000 {posix.fdopen}
       51    0.155    0.003    0.155    0.003 {posix.fork}
   744505    5.129    0.000    5.129    0.000 {posix.getcwd}
       12    0.000    0.000    0.000    0.000 {posix.getpid}
       21    0.002    0.000    0.002    0.000 {posix.listdir}
      573    0.011    0.000    0.011    0.000 {posix.lstat}
       45    0.031    0.001    0.031    0.001 {posix.mkdir}
       55    0.109    0.002    0.109    0.002 {posix.open}
       93    0.001    0.000    0.001    0.000 {posix.pipe}
        2    0.000    0.000    0.000    0.000 {posix.putenv}
       51    0.932    0.018    0.932    0.018 {posix.read}
      571    0.115    0.000    0.115    0.000 {posix.remove}
       15    0.001    0.000    0.001    0.000 {posix.rmdir}
     3283    3.720    0.001    3.720    0.001 {posix.stat}
        1    0.000    0.000    0.000    0.000 {posix.unlink}
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
        2    0.001    0.001    0.001    0.001 {posix.urandom}
       51   14.065    0.276   14.065    0.276 {posix.waitpid}
      356    0.001    0.000    0.001    0.000 {range}
     7915    0.019    0.000    0.019    0.000 {repr}
     4074    0.006    0.000    0.006    0.000 {setattr}
     8011    0.074    0.000    0.097    0.000 {sorted}
       32    0.000    0.000    0.000    0.000 {sys._getframe}
        6    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        6    0.000    0.000    0.000    0.000 {thread.get_ident}
     2817    0.008    0.000    0.008    0.000 {zip}


